Index,X...Class,Head,Neck_Label,PER,LOC,OBJ,TEM,NUM,Root_POS
2033,ENTY,What,ROOT,0,0,0,0,0,VBZ
2034,ENTY,What,ROOT,0,0,0,0,0,VBZ
2036,ENTY,What,np,0,0,0,0,0,VBN
2038,ENTY,What,ROOT,0,1,0,0,0,VBD
2042,ENTY,What,aux,0,1,0,0,0,VBP
2043,ENTY,What,ROOT,0,0,0,0,0,VBZ
2044,ENTY,What,ROOT,0,0,1,0,1,VBP
2045,ENTY,What,np,0,1,0,0,0,VBZ
2048,ENTY,What,ROOT,0,0,0,0,1,VBZ
2050,ENTY,Which,np,0,1,0,0,0,VBN
2054,ENTY,What,ROOT,1,0,0,0,1,VBD
2055,ENTY,What,np,0,0,0,0,0,VB
2056,ENTY,What,np,0,0,0,0,0,VBZ
2060,ENTY,What,ROOT,0,0,1,1,0,NN
2062,ENTY,What,aux,1,0,0,0,0,VB
2063,ENTY,What,np,1,1,0,0,0,VBN
2067,ENTY,What,np,0,0,0,0,0,VBN
2069,ENTY,Who,ROOT,0,0,0,0,1,VBD
2070,ENTY,What,ROOT,0,0,0,0,0,VBZ
2071,ENTY,What,np,1,0,1,0,0,VBN
2074,ENTY,Which,np,0,0,0,0,0,VBZ
2079,ENTY,What,np,1,0,0,1,0,VB
2081,ENTY,What,ROOT,0,0,0,0,0,VBZ
2082,ENTY,What,ROOT,0,0,0,0,1,VBD
2083,ENTY,What,ROOT,0,0,0,0,0,VBZ
2084,ENTY,What,ROOT,0,0,1,0,1,VBZ
2085,ENTY,Who,ROOT,1,0,0,0,0,VBD
2086,ENTY,What,np,0,0,1,0,0,VBP
2087,ENTY,What,ROOT,0,0,0,0,0,VBZ
2088,ENTY,What,np,0,0,0,0,0,NNS
2092,ENTY,What,np,0,1,0,0,1,VBD
2095,ENTY,What,ROOT,0,0,0,0,0,NN
2096,ENTY,What,ROOT,1,0,0,0,0,VBZ
2097,ENTY,What,np,0,0,0,0,0,VBP
2098,ENTY,What,ROOT,0,0,0,0,0,VBZ
2101,ENTY,What,np,1,0,0,0,0,VB
2102,ENTY,What,ROOT,0,0,0,0,0,VBZ
2104,ENTY,What,aux,0,0,0,0,0,VB
2105,ENTY,What,ROOT,0,0,0,0,0,VBZ
2106,ENTY,What,np,0,1,1,0,0,VBD
2107,ENTY,What,np,0,0,0,0,0,VBP
2110,ENTY,What,np,0,0,0,0,0,VBN
2111,ENTY,What,nsubjpass,1,1,0,1,0,VBN
2115,ENTY,What,np,0,0,0,0,0,VBP
2116,ENTY,What,ROOT,0,0,0,0,0,VBZ
2119,ENTY,What,aux,0,0,0,0,0,VB
2121,ENTY,What,aux,0,1,0,0,0,NN
2125,ENTY,What,ROOT,0,0,0,0,0,VBZ
2128,ENTY,What,ROOT,0,0,0,0,0,VBZ
2130,ENTY,What,np,1,1,0,0,0,VB
2135,ENTY,What,ROOT,1,1,0,0,0,VBZ
2137,ENTY,What,ROOT,0,1,1,0,0,VBD
2139,ENTY,What,np,0,1,0,0,0,VBN
2140,ENTY,What,ROOT,1,0,0,0,0,VBZ
2142,ENTY,What,np,1,0,0,1,0,VBZ
2144,ENTY,What,ROOT,0,0,0,0,0,VBZ
2145,ENTY,What,auxpass,1,1,0,0,0,VBD
2147,ENTY,What,ROOT,0,0,0,0,0,VBP
2148,ENTY,What,ROOT,0,0,1,0,0,VBP
2150,ENTY,What,ROOT,0,0,0,0,0,VBZ
2151,ENTY,What,ROOT,1,0,0,0,0,VBZ
2155,ENTY,What,np,0,0,0,0,0,VBZ
2156,ENTY,What,ROOT,1,0,0,0,0,VBZ
2157,ENTY,What,np,1,0,0,0,1,VBN
2159,ENTY,What,ROOT,0,0,0,0,0,VBZ
2160,ENTY,What,ROOT,0,1,0,0,0,VBZ
2162,ENTY,What,np,1,0,0,0,0,VBP
2163,ENTY,Which,np,0,0,0,0,0,VBN
2164,ENTY,What,ROOT,0,1,0,0,0,VBP
2169,ENTY,What,np,1,0,0,0,0,VBZ
2170,ENTY,What,ROOT,0,1,0,0,0,VBD
2171,ENTY,What,np,0,0,0,0,0,VBN
2174,ENTY,What,np,0,1,0,1,0,VBN
2176,ENTY,What,ROOT,0,1,0,0,0,VBZ
2177,ENTY,What,ROOT,0,0,0,0,0,VBZ
2179,ENTY,What,ROOT,0,0,0,0,0,VBZ
2180,ENTY,What,ROOT,0,1,0,0,0,VBP
2182,ENTY,What,ROOT,0,1,0,0,0,VBZ
2185,ENTY,What,ROOT,0,0,0,0,1,VBP
2186,ENTY,What,np,0,0,0,0,1,VBZ
2187,ENTY,What,ROOT,0,0,0,0,1,VBD
2190,ENTY,What,ROOT,0,0,0,0,1,VBZ
2191,ENTY,What,np,0,1,0,0,0,NNS
2192,ENTY,What,np,1,1,0,0,0,VBN
2193,ENTY,What,ROOT,1,0,1,0,0,VBZ
2196,ENTY,What,ROOT,0,1,0,0,0,VBZ
2198,ENTY,What,np,0,0,0,0,0,VBP
2200,ENTY,What,np,0,0,0,0,0,VB
2201,ENTY,What,ROOT,0,1,0,0,0,VBZ
2203,ENTY,What,ROOT,1,1,0,0,0,VBZ
2206,ENTY,What,aux,0,0,0,0,1,VB
2207,ENTY,What,np,1,0,0,0,1,VBD
2208,ENTY,What,ROOT,0,0,0,0,0,VBZ
2210,ENTY,What,np,1,0,0,0,0,VB
2212,ENTY,What,np,0,0,0,0,0,VBZ
2215,ENTY,What,np,0,0,0,0,0,VBD
2216,ENTY,Which,np,0,0,0,0,0,VBZ
2218,ENTY,What,aux,1,0,0,0,0,VBP
2219,ENTY,What,np,0,0,0,0,1,VBP
2225,ENTY,What,aux,0,1,0,0,0,VBP
2226,ENTY,What,np,0,0,0,0,0,VBN
2227,ENTY,What,np,0,1,0,0,0,VBP
2231,ENTY,What,np,0,0,0,0,0,VBZ
2233,ENTY,What,np,0,1,0,0,0,VBN
2234,HUM,What,np,0,0,0,0,0,VBD
2235,HUM,What,np,0,1,0,0,0,VBP
2236,HUM,What,ROOT,0,0,0,0,0,VBZ
2238,HUM,Who,ROOT,1,0,0,0,0,VBD
2243,HUM,Who,ROOT,1,0,0,0,0,VBD
2244,HUM,Who,ROOT,0,1,0,0,0,VBZ
2248,HUM,What,np,0,1,0,1,0,VBD
2249,HUM,Who,ROOT,1,0,0,0,1,VBD
2251,HUM,Who,np,0,0,0,0,0,NN
2252,HUM,Which,ROOT,1,0,0,0,0,VBD
2254,HUM,What,np,0,1,0,0,0,VBD
2255,HUM,What,np,0,1,0,0,0,VBZ
2256,HUM,What,np,1,0,0,0,0,VBN
2257,HUM,Who,ROOT,1,0,0,0,0,VBZ
2262,HUM,Who,ROOT,1,0,0,0,1,VBD
2264,HUM,Who,ROOT,0,1,0,0,0,VBZ
2265,HUM,Who,ROOT,0,1,0,0,0,VBZ
2271,HUM,Who,ROOT,0,1,0,0,0,VBD
2273,HUM,What,np,0,0,0,1,0,VBZ
2274,HUM,What,np,1,0,0,0,0,VBN
2277,HUM,What,np,1,0,0,0,0,VBD
2278,HUM,What,ROOT,1,0,0,0,1,VBD
2280,HUM,What,np,1,0,1,0,0,VBD
2284,HUM,Who,ROOT,0,1,0,0,1,VBD
2285,HUM,Who,ROOT,0,0,1,0,1,VBP
2287,HUM,Who,ROOT,1,0,0,0,0,VBD
2288,HUM,What,np,0,0,0,0,0,VBZ
2290,HUM,Who,aux,0,1,0,0,0,VBN
2291,HUM,Who,ROOT,0,0,0,0,0,VBZ
2292,HUM,What,np,1,0,0,0,0,VBZ
2293,HUM,What,np,0,1,0,0,0,VBZ
2294,HUM,Who,ROOT,0,0,0,0,0,VBD
2295,HUM,Which,np,0,1,0,0,0,VBZ
2296,HUM,What,np,1,1,0,0,0,VBP
2304,HUM,Who,ROOT,0,0,1,1,0,VBD
2306,HUM,Who,ROOT,0,1,0,0,1,VBD
2307,HUM,Who,ROOT,0,0,1,1,0,VBP
2308,HUM,Who,ROOT,0,0,0,0,0,VBD
2309,HUM,What,np,1,1,0,0,0,VBD
2310,HUM,Who,ROOT,0,1,0,1,0,VBZ
2314,HUM,What,np,1,1,0,0,0,VBP
2315,HUM,What,np,1,0,0,0,0,VBN
2317,HUM,Who,ROOT,1,0,0,0,0,VBZ
2319,HUM,What,np,0,0,1,0,0,VBN
2321,HUM,Who,ROOT,1,0,0,0,0,VBD
2322,HUM,Who,ROOT,0,0,1,0,0,VBD
2323,HUM,Who,ROOT,1,0,0,0,0,VBD
2324,HUM,What,ROOT,1,0,0,0,1,VBD
2326,HUM,Who,ROOT,0,0,0,0,0,VBZ
2328,HUM,What,np,0,0,0,0,0,NNP
2330,HUM,What,np,1,0,0,0,0,VBD
2331,HUM,Who,ROOT,0,0,1,0,0,VBD
2335,HUM,Who,ROOT,1,0,0,0,0,VBD
2340,HUM,Who,nc,0,0,0,0,0,NN
2342,HUM,What,np,0,0,1,0,0,NNP
2345,HUM,What,ROOT,0,0,0,0,0,VBD
2348,HUM,What,ROOT,1,1,0,0,0,VBD
2349,HUM,Who,ROOT,1,1,0,1,0,VBD
2353,HUM,Who,ROOT,0,1,0,0,0,VBZ
2358,HUM,Who,ROOT,0,1,0,0,0,VBZ
2359,HUM,What,np,1,1,0,0,0,VBN
2361,HUM,Who,ROOT,0,1,0,0,0,VBZ
2363,HUM,Who,ROOT,0,0,0,0,0,VBZ
2364,HUM,What,ROOT,1,1,0,0,0,VBD
2365,HUM,Who,ROOT,0,1,0,0,1,VBD
2367,HUM,What,ROOT,1,0,0,0,0,VBZ
2369,HUM,Whose,np,0,0,0,0,0,MD
2373,HUM,What,np,0,0,0,0,1,VBD
2374,HUM,What,amod,0,0,0,0,0,VBN
2375,HUM,What,ROOT,1,0,0,0,0,VBD
2376,HUM,Who,ROOT,1,0,0,0,0,VBZ
2378,HUM,What,np,0,1,0,0,1,VBD
2379,HUM,What,np,0,0,1,0,0,VBD
2381,HUM,What,np,1,0,0,0,0,VBD
2382,HUM,Who,ROOT,1,1,0,0,0,VBD
2384,HUM,What,np,0,1,0,0,0,VBD
2389,HUM,Who,ROOT,0,0,0,0,0,VBD
2394,HUM,Who,ROOT,1,0,0,0,0,VBZ
2396,HUM,What,ROOT,0,0,0,0,0,VBZ
2400,HUM,What,np,1,0,0,0,0,VBD
2401,HUM,What,np,0,1,0,1,1,VBD
2402,HUM,Who,ROOT,1,0,0,0,0,VBD
2404,HUM,What,ROOT,1,0,0,0,0,VBD
2405,HUM,Who,ROOT,0,0,0,0,0,VBD
2408,HUM,Who,ROOT,1,0,0,0,0,VBD
2409,HUM,What,ROOT,1,0,0,0,1,VBP
2410,HUM,What,np,1,0,0,0,0,VBN
2411,HUM,What,np,0,1,0,0,0,VBN
2412,HUM,Who,auxpass,0,1,0,0,0,VBN
2413,HUM,What,ROOT,1,0,0,0,0,VBD
2415,HUM,What,np,0,0,1,0,0,VBD
2416,HUM,Who,ROOT,0,1,0,1,0,VBD
2418,HUM,Who,ROOT,0,1,0,0,0,VBZ
2420,HUM,Who,ROOT,0,1,0,0,1,VBD
2422,HUM,Who,ROOT,1,0,0,1,0,VBN
2427,HUM,What,amod,0,1,0,0,0,VBZ
2429,HUM,Who,nc,0,0,0,0,0,NNS
2432,HUM,What,ROOT,1,0,0,0,0,VBZ
2433,HUM,What,np,1,0,0,0,0,VBN
2434,HUM,Who,aux,1,0,0,0,0,VB
2435,HUM,What,np,1,0,0,0,0,VBD
2439,HUM,Who,ROOT,1,0,0,0,0,VBZ
2440,HUM,Who,ROOT,1,0,0,0,0,VBD
2441,HUM,Who,ROOT,0,0,0,0,0,VBD
2452,HUM,Who,ROOT,1,0,0,0,0,VBD
2453,HUM,Who,ROOT,0,0,1,0,0,VBD
2454,HUM,Who,aux,1,0,0,0,0,VBD
2460,HUM,What,np,0,0,0,0,0,VBZ
2461,HUM,Who,np,0,1,0,0,0,VBD
2464,HUM,What,ROOT,0,0,0,0,0,VBZ
2465,HUM,Who,auxpass,0,0,0,0,0,VBN
2466,HUM,What,np,1,0,0,0,0,VBN
2468,HUM,What,ROOT,0,1,0,0,1,VBZ
2470,HUM,Who,ROOT,0,1,0,0,0,VBD
2471,HUM,What,np,0,1,0,0,0,VBN
2472,HUM,Which,np,1,1,0,0,0,VBN
2474,HUM,What,ROOT,0,1,0,0,0,VBZ
2476,HUM,Who,ROOT,1,0,0,0,0,VBD
2477,HUM,What,np,1,0,0,0,0,VBD
2478,HUM,What,np,0,0,0,0,0,VBD
2482,HUM,What,np,0,1,0,0,1,VBP
2484,HUM,What,np,1,0,0,0,1,VBD
2488,HUM,Who,aux,1,0,0,0,0,VB
2489,HUM,What,np,1,0,0,0,0,VBD
2490,HUM,Who,ROOT,1,0,1,0,0,VBD
2492,HUM,Who,ROOT,0,0,0,0,1,VBZ
2497,HUM,What,ROOT,1,0,1,0,0,VBZ
2500,HUM,Which,ROOT,0,0,0,0,0,VBP
2502,HUM,Whose,np,0,0,0,0,0,VBD
2504,HUM,Who,ROOT,0,0,0,0,0,VBD
2505,HUM,What,np,0,1,0,1,0,VBZ
2506,HUM,Who,ROOT,0,0,1,0,0,VBZ
2509,HUM,Who,ROOT,0,1,0,0,0,VBP
2511,HUM,Who,ROOT,0,0,0,1,0,VBD
2513,HUM,What,np,0,0,0,0,0,UH
2515,HUM,What,np,1,0,0,0,0,VB
2517,HUM,Who,ROOT,1,0,0,0,0,VBZ
2518,HUM,What,ROOT,0,0,0,0,1,VBZ
2519,HUM,Who,ROOT,1,0,0,0,0,VBD
2520,HUM,Which,np,1,1,0,0,0,VBZ
2523,HUM,Who,ROOT,0,1,0,0,0,VBN
2527,HUM,What,amod,0,0,0,0,0,VBN
2530,HUM,What,np,1,0,1,0,0,VBD
2531,HUM,Who,ROOT,0,0,0,0,0,VBD
2532,HUM,What,ROOT,1,0,0,0,0,VBD
2533,HUM,Who,aux,1,0,0,0,0,VB
2534,HUM,Who,ROOT,0,0,0,0,0,VBD
2536,HUM,Who,ROOT,1,1,0,0,0,VBD
2537,HUM,What,np,1,0,0,0,0,VBD
2540,HUM,Who,ROOT,1,1,0,0,0,VBD
2543,HUM,Who,auxpass,0,0,0,0,0,VBN
2544,HUM,What,np,1,0,0,1,0,VBN
2545,HUM,Who,ROOT,1,0,1,0,0,VBD
2549,HUM,What,np,0,0,0,0,0,VBZ
2558,HUM,Who,ROOT,0,0,0,0,0,VBN
2559,HUM,Who,ROOT,0,0,1,0,0,VBD
2561,HUM,What,ROOT,0,1,0,0,0,VBD
2563,HUM,What,np,0,1,0,0,0,VBZ
2564,HUM,What,np,1,0,0,1,0,VBN
2565,HUM,What,amod,0,1,0,0,0,NNS
2566,HUM,What,ROOT,0,0,1,0,1,VBP
2568,HUM,What,np,0,0,0,0,0,VB
2570,HUM,Who,ROOT,0,0,0,0,0,VBD
2572,HUM,What,ROOT,0,1,0,0,0,NN
2574,HUM,What,np,0,1,0,0,0,VBN
2575,HUM,Who,auxpass,0,1,0,0,0,VBN
2576,HUM,Who,ROOT,0,0,0,0,0,VB
2577,HUM,Who,ROOT,1,0,0,0,0,VBD
2581,HUM,What,np,1,0,0,0,0,VBN
2586,HUM,Who,ROOT,0,1,0,0,1,VBD
2587,HUM,What,np,0,0,0,0,0,VBD
2589,HUM,What,ROOT,1,0,0,0,0,VBZ
2591,HUM,Who,ROOT,0,1,0,0,0,VBD
2594,HUM,What,ROOT,0,0,0,0,0,VBZ
2597,HUM,Who,auxpass,0,0,0,0,0,VBN
2599,HUM,Who,ROOT,0,0,0,0,0,VBD
2600,HUM,What,np,0,1,0,1,1,VBD
2603,HUM,Who,ROOT,0,0,0,0,1,VBD
2605,HUM,Who,ROOT,0,0,0,0,0,VBZ
2606,HUM,What,ROOT,0,1,0,0,0,VBZ
2612,HUM,What,np,1,0,0,0,0,VBN
2614,HUM,What,ROOT,1,0,1,0,1,NN
2615,HUM,What,np,1,0,0,0,0,VBN
2618,HUM,What,np,1,0,0,0,0,VBD
2619,HUM,Who,ROOT,1,0,0,0,0,VBZ
2622,HUM,What,ROOT,0,1,0,0,0,VBZ
2623,HUM,What,ROOT,1,0,0,0,0,VBZ
2624,HUM,What,np,1,0,1,0,0,VB
2626,HUM,What,ROOT,0,0,0,0,0,VBZ
2627,HUM,Who,ROOT,1,1,0,0,0,VBZ
2628,HUM,What,advmod,0,1,0,0,0,VBZ
2629,HUM,Who,ROOT,0,1,0,0,1,VBD
2630,HUM,What,np,0,0,0,0,0,VBD
2631,HUM,What,np,0,0,0,0,0,VBD
2632,HUM,What,np,0,1,0,0,0,VBZ
2635,HUM,Who,ROOT,1,0,0,0,0,VBZ
2636,HUM,What,np,1,0,0,0,0,VB
2639,HUM,What,ROOT,1,0,0,0,0,NNP
2640,HUM,Who,ROOT,0,0,1,0,0,VBD
2643,HUM,What,np,0,1,0,1,0,VBD
2646,HUM,Who,ROOT,1,0,0,0,0,VBZ
2647,HUM,What,np,1,0,0,0,0,NNP
2648,HUM,Who,ROOT,0,0,1,0,0,VBD
2650,HUM,Who,ROOT,0,0,0,0,0,VBZ
2654,HUM,Who,ROOT,1,0,0,0,0,VBZ
2657,HUM,What,np,0,1,1,0,0,VBD
2659,HUM,What,np,0,1,0,0,1,VBD
2660,HUM,Who,ROOT,1,0,0,0,0,VBD
2664,HUM,What,np,1,1,0,0,0,VBD
2666,HUM,Who,ROOT,1,0,0,0,0,VBZ
2668,HUM,Who,amod,0,1,0,1,0,NN
2669,HUM,What,np,1,0,0,0,0,VBZ
2670,HUM,What,np,0,0,0,0,0,VBP
2671,HUM,What,ROOT,1,0,0,0,0,VBD
2676,HUM,What,ROOT,0,0,0,0,0,VBZ
2677,HUM,Which,aux,0,1,1,1,0,VB
2678,HUM,What,np,0,1,0,0,1,VBD
2679,HUM,What,np,0,0,0,0,0,VBZ
2686,HUM,What,np,0,1,0,0,0,VBZ
2687,HUM,Which,np,1,0,0,0,0,VBD
2690,HUM,What,np,0,0,0,0,0,VBZ
2695,HUM,What,np,1,0,0,0,0,VBP
2698,HUM,Which,auxpass,1,0,0,0,0,VBN
2699,HUM,What,np,0,0,0,0,0,VBD
2700,HUM,What,ROOT,0,0,0,1,0,VBZ
2701,HUM,What,np,0,1,0,0,0,VBN
2703,HUM,Who,ROOT,0,0,0,0,0,VBD
2706,HUM,What,np,0,0,0,0,0,VBD
2707,HUM,Which,np,1,0,0,0,0,VB
2708,HUM,Who,ROOT,0,0,0,0,1,VBD
2710,HUM,What,amod,0,1,0,0,0,VBN
2715,HUM,What,np,0,1,0,0,1,VBD
2719,HUM,Who,ROOT,0,0,0,0,0,VBD
2720,HUM,Who,ROOT,0,0,0,0,0,VBZ
2725,HUM,What,ROOT,0,1,0,0,1,VBP
2726,HUM,What,np,0,0,0,0,0,NNS
2728,HUM,What,np,1,1,0,1,1,VBD
2729,HUM,Who,ROOT,1,0,0,0,0,VBD
2730,HUM,What,ROOT,0,1,0,0,0,VBZ
2731,HUM,What,np,0,1,0,0,0,VB
2739,HUM,What,np,1,0,0,1,1,VBD
2741,HUM,What,np,0,0,0,1,0,VBZ
2745,HUM,Who,ROOT,0,1,0,0,0,VBD
2747,HUM,What,np,0,0,0,0,0,VBD
2748,HUM,What,np,0,0,0,0,1,VBD
2752,HUM,Who,ROOT,1,0,1,0,0,VBD
2753,HUM,Who,ROOT,1,0,0,1,0,VBD
2754,HUM,Who,ROOT,1,0,0,0,0,VBZ
2755,HUM,What,np,0,0,0,0,0,VBN
2758,HUM,What,np,0,1,0,0,0,VBN
2761,HUM,What,np,0,1,0,0,1,VBD
2762,HUM,What,np,0,1,0,0,0,VBD
2764,HUM,Who,ROOT,0,1,0,0,0,VBP
2767,HUM,What,ROOT,0,0,0,0,0,VBZ
2770,HUM,What,np,1,0,1,1,0,VBD
2771,HUM,Who,ROOT,1,0,0,0,0,VBD
2772,HUM,Who,ROOT,1,0,0,0,0,VBD
2773,HUM,Who,ROOT,0,1,0,0,0,VBD
2774,HUM,Who,ROOT,1,0,0,0,0,VBZ
2777,HUM,Who,ROOT,0,0,0,0,0,VBD
2778,HUM,Which,np,0,0,1,1,0,VBD
2779,HUM,Who,ROOT,0,1,0,1,0,VBD
2782,HUM,Who,ROOT,0,1,0,0,0,VBZ
2783,HUM,What,np,0,0,0,0,1,VBZ
2786,HUM,Who,ROOT,0,0,0,0,0,VBZ
2788,HUM,Who,ROOT,0,0,0,0,0,VBD
2789,HUM,What,np,0,1,1,1,0,VBD
2793,HUM,Who,ROOT,1,0,0,0,0,VBZ
2795,HUM,Who,ROOT,0,1,0,0,0,VBD
2796,HUM,Who,ROOT,1,0,0,0,0,VBD
2798,HUM,What,np,1,0,0,0,1,VBD
2799,HUM,Who,ROOT,0,0,0,0,1,VBD
2800,HUM,Who,ROOT,1,1,0,0,1,VBD
2802,HUM,What,np,0,0,1,1,1,VBD
2805,HUM,What,np,0,1,0,0,0,VBD
2807,HUM,Who,ROOT,1,0,0,0,0,VBD
2808,HUM,What,np,0,0,0,0,0,VBZ
2810,HUM,What,np,1,0,0,1,0,VBD
2812,HUM,What,ROOT,1,0,0,0,0,VBZ
2813,HUM,Who,ROOT,0,0,1,1,0,VBZ
2815,HUM,What,np,0,0,0,0,0,VBD
2816,HUM,What,ROOT,1,0,0,0,0,VBP
2817,HUM,What,np,1,0,0,0,0,VBD
2818,HUM,Who,ROOT,1,0,0,0,0,VBD
2820,HUM,What,np,0,0,0,0,0,VBZ
2823,HUM,Whom,aux,1,1,0,0,0,VB
2825,HUM,Who,ROOT,1,0,0,0,0,VBD
2826,HUM,What,np,0,0,0,0,0,VBD
2827,HUM,Who,advmod,1,1,0,0,0,VBD
2828,HUM,Who,ROOT,1,0,1,0,0,VBD
2832,HUM,Who,ROOT,0,1,0,0,0,VBD
2833,HUM,Who,ROOT,0,1,0,0,0,VBD
2837,HUM,Who,ROOT,0,1,0,0,0,VBZ
2839,HUM,Which,aux,0,0,0,0,0,VB
2840,HUM,Who,aux,0,1,0,0,0,VB
2843,HUM,Which,np,1,0,0,0,0,VB
2844,HUM,Who,ROOT,0,0,0,0,1,VBD
2846,HUM,Who,ROOT,0,0,0,0,1,VBD
2847,HUM,Who,ROOT,1,0,0,0,0,VBD
2852,HUM,Who,ROOT,0,1,0,0,0,VBD
2853,HUM,Who,ROOT,0,0,0,0,0,VBD
2857,HUM,Who,ROOT,0,0,0,0,1,VBD
2859,HUM,What,amod,0,0,0,0,0,VBD
2861,HUM,Who,np,0,1,0,0,0,VBZ
2862,HUM,Who,ROOT,1,1,1,0,0,VBN
2863,HUM,Who,ROOT,1,0,0,0,0,VBD
2864,HUM,Whose,np,1,1,0,0,0,VBN
2868,HUM,Who,ROOT,0,1,0,0,0,VBD
2869,HUM,What,auxpass,1,0,0,0,0,VBD
2871,HUM,Who,ROOT,0,0,0,0,0,VBD
2874,HUM,Who,ROOT,1,1,0,1,1,VBD
2876,HUM,What,np,0,1,1,1,1,VBD
2877,HUM,What,np,0,1,0,0,0,VBZ
2878,HUM,What,ROOT,1,0,0,0,0,VBZ
2879,HUM,What,np,1,0,0,0,0,VBD
2880,HUM,Who,ROOT,1,0,0,0,1,VBD
2886,HUM,What,np,0,0,0,0,0,VBZ
2888,HUM,Who,ROOT,0,0,0,0,0,VBP
2889,HUM,What,poss,0,1,0,0,0,VBD
2891,HUM,Who,ROOT,1,1,0,0,0,NNP
2892,HUM,Who,ROOT,1,0,0,0,0,VBZ
2893,HUM,Who,ROOT,0,0,0,0,0,VBD
2896,HUM,What,nummod,0,1,1,1,1,VBD
2897,HUM,What,np,1,0,0,0,0,VBN
2898,HUM,What,np,0,1,0,1,0,VBD
2901,HUM,Who,ROOT,0,1,0,0,0,VBZ
2902,HUM,Who,np,0,1,0,0,0,VBZ
2903,HUM,Who,ROOT,0,0,0,0,0,NNP
2904,HUM,What,ROOT,0,0,0,0,0,VBZ
2906,HUM,What,np,0,1,0,0,0,VBP
2907,HUM,Who,ROOT,0,1,0,0,0,VBP
2908,HUM,Who,ROOT,1,0,0,0,0,VBD
2909,HUM,What,np,1,0,0,0,0,VB
2911,HUM,Who,ROOT,0,0,0,0,0,VBD
2912,HUM,Who,ROOT,1,0,0,0,0,VBZ
2915,HUM,Who,ROOT,0,0,1,0,0,VBD
2919,HUM,What,np,0,1,0,0,0,VBZ
2923,HUM,What,np,0,0,0,0,0,NN
2926,HUM,What,aux,1,0,0,0,0,VBP
2927,HUM,Who,ROOT,1,0,0,0,0,VBP
2928,HUM,Who,ROOT,1,0,0,0,0,VBN
2929,HUM,Who,ROOT,0,0,1,0,1,VBD
2931,HUM,Who,amod,0,1,0,1,0,NNP
2933,HUM,Who,ROOT,0,1,0,0,0,VBD
2934,HUM,Who,ROOT,1,0,0,0,0,VBZ
2935,HUM,What,np,1,0,0,0,1,VBD
2936,HUM,What,np,0,0,0,0,0,VBZ
2937,HUM,What,np,1,1,0,0,0,VBN
2938,HUM,Who,ROOT,0,0,0,0,0,VBD
2940,HUM,What,np,0,1,0,0,0,VBD
2941,HUM,What,np,1,0,0,1,0,VBN
2943,HUM,Who,ROOT,1,0,0,0,0,VBD
2945,HUM,Who,ROOT,1,0,0,0,1,VBD
2946,HUM,Who,ROOT,0,0,0,0,0,VBD
2949,HUM,Who,ROOT,0,0,0,0,0,VBD
2950,HUM,What,ROOT,0,1,0,0,0,VBZ
2951,HUM,Who,ROOT,0,0,0,0,0,VBD
2953,HUM,Whose,np,0,1,0,1,0,VBD
2955,HUM,Which,amod,1,1,0,0,0,VBD
2961,HUM,What,ROOT,1,0,0,0,1,VBP
2962,HUM,Who,ROOT,1,0,0,0,0,VBN
2963,HUM,What,np,0,0,1,0,0,VBD
2964,HUM,Who,ROOT,0,1,0,0,1,VBD
2966,HUM,What,np,0,1,0,0,0,VBD
2974,HUM,What,np,0,1,1,0,0,VBN
2975,HUM,What,ROOT,1,0,0,0,0,VBD
2979,HUM,What,np,1,1,0,1,0,VBN
2981,HUM,Who,ROOT,1,0,0,0,0,VBZ
2982,HUM,What,np,0,1,0,0,1,VBD
2986,HUM,Who,ROOT,0,1,0,0,0,VBD
2987,HUM,What,np,1,0,0,0,0,VBD
2988,HUM,What,np,1,1,0,0,0,VB
2989,HUM,Who,ROOT,0,1,0,0,0,VBZ
2990,HUM,What,np,1,0,0,0,0,NN
2991,HUM,Who,ROOT,0,0,0,0,1,VBD
2993,HUM,What,np,0,0,0,1,1,VBN
2994,HUM,What,np,1,0,0,0,0,VBD
2997,HUM,What,np,1,1,0,0,0,VB
3001,HUM,Who,ROOT,1,0,0,0,0,VBD
3002,HUM,What,np,1,0,0,0,0,VBZ
3004,HUM,What,np,0,0,0,1,0,VBD
3005,HUM,What,np,0,1,0,0,0,VBD
3006,HUM,Who,ROOT,1,0,0,0,0,VBZ
3007,HUM,Who,ROOT,1,0,0,0,0,VBZ
3008,HUM,Who,ROOT,0,1,0,0,0,VBZ
3009,HUM,What,np,0,0,1,0,0,NNP
3011,HUM,What,ROOT,1,0,0,0,0,VBZ
3015,HUM,What,np,1,0,0,0,0,VBD
3024,HUM,Who,ROOT,0,0,1,0,0,VBD
3028,HUM,Who,ROOT,0,0,0,0,0,VBD
3030,HUM,What,aux,1,0,0,0,0,VBP
3031,HUM,Who,np,1,0,0,0,0,VBZ
3032,HUM,Who,ROOT,1,0,0,0,0,VBD
3035,HUM,What,np,1,0,0,0,0,VBD
3036,HUM,What,np,1,0,0,1,0,VBD
3037,HUM,What,np,1,0,0,1,1,VBD
3038,HUM,What,np,0,0,0,0,0,VBN
3039,HUM,What,np,1,0,0,0,0,VBN
3040,HUM,Who,ROOT,0,0,0,0,1,VBD
3041,HUM,What,amod,0,0,0,0,0,VBD
3042,HUM,Who,ROOT,0,0,0,0,0,VBN
3046,HUM,Who,ROOT,1,0,0,0,0,VBZ
3047,HUM,What,np,1,1,0,0,0,VBD
